#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Experimental role(s) interactor A	Experimental role(s) interactor B	Biological role(s) interactor A	Biological role(s) interactor B	Properties interactor A	Properties interactor B	Type(s) interactor A	Type(s) interactor B	HostOrganism(s)	Expansion method(s)	Dataset name(s)	Annotation(s) interactor A	Annotation(s) interactor B	Parameter(s) interactor A	Parameter(s) interactor B	Parameter(s) interaction
uniprotkb:P04187	uniprotkb:P58404	-	-	-	-	-	Van Damme P	pubmed:18836177	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CGRAB_MOUSE > STRN4_MOUSE @ 320	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P18242	uniprotkb:P70441	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATD_MOUSE > NHRF1_MOUSE @ 320	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P07339	uniprotkb:P01042	-	-	-	-	-	Lenarcic B	pubmed:2013314	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATD_HUMAN > KNG1_HUMAN @ 321	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P78536	uniprotkb:P14151	-	-	-	-	-	Peschon JJ	pubmed:9812885	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CADA17_HUMAN > LYAM1_HUMAN @ 321	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q9WTZ2	uniprotkb:Q91XE9	-	-	-	-	-	Zhang K	pubmed:16469704	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMBTP1_MOUSE > CR3L3_MOUSE @ 321	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:P05064	-	-	-	-	-	auf dem Keller U	pubmed:20305283	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > ALDOA_MOUSE @ 321	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:P05064	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > ALDOA_MOUSE @ 321	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P09237	uniprotkb:P15502	-	-	-	-	-	Heinz A	pubmed:20345904	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP7_HUMAN > ELN_HUMAN @ 321	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:P26041	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > MOES_MOUSE @ 322	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P42574	uniprotkb:Q13188	-	-	-	-	-	Lee KK	pubmed:9662336	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCASP3_HUMAN > STK3_HUMAN @ 322	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:P13020	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > GELS_MOUSE @ 323	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q99538	uniprotkb:Q99538	-	-	-	-	-	-	-	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CLGMN_HUMAN > LGMN_HUMAN @ 323	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P10144	uniprotkb:P31943	-	-	-	-	-	Loeb CR	pubmed:16798735	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CGRAB_HUMAN > HNRH1_HUMAN @ 324	unknown:0.0|unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:Q8VEK3	-	-	-	-	-	Prudova A	pubmed:20305284	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > HNRPU_MOUSE @ 324	unknown:0.0|unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P29452	uniprotkb:O88746	-	-	-	-	-	Lamkanfi M	pubmed:18667412	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCASP1_MOUSE > TOM1_MOUSE @ 324	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:O88947	uniprotkb:P19221	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CFA10_MOUSE > THRB_MOUSE @ 324	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:P40142	-	-	-	-	-	auf dem Keller U	pubmed:20305283	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > TKT_MOUSE @ 324	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P07384	uniprotkb:P17252	-	-	-	-	-	Kishimoto A	pubmed:2537303	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCAN1_HUMAN > KPCA_HUMAN @ 324	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P14780	uniprotkb:P14780	-	-	-	-	-	-	-	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP9_HUMAN > MMP9_HUMAN @ 324	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:Q60854	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > SPB6_MOUSE @ 324	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P04187	uniprotkb:P70333	-	-	-	-	-	Loeb CR	pubmed:16798735	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CGRAB_MOUSE > HNRH2_MOUSE @ 324	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q14790	uniprotkb:Q13546	-	-	-	-	-	Kim JW	pubmed:11002422	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCASP8_HUMAN > RIPK1_HUMAN @ 324	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:P20152	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > VIME_MOUSE @ 325	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:Q9D8E6	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > RL4_MOUSE @ 325	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P12544	uniprotkb:P26599	-	-	-	-	-	Van Damme P	pubmed:20536382	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CGRAA_HUMAN > PTBP1_HUMAN @ 325	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:Q6ZWX6	-	-	-	-	-	Prudova A	pubmed:20305284	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > IF2A_MOUSE @ 325	unknown:0.0|unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:O70622	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > RTN2_MOUSE @ 325	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:P40142	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > TKT_MOUSE @ 325	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P42574	uniprotkb:Q9Y6E0	-	-	-	-	-	Johnston AM	pubmed:10980603	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCASP3_HUMAN > STK24_HUMAN @ 325	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P55210	uniprotkb:Q9Y6E0	-	-	-	-	-	Johnston AM	pubmed:10980603	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCASP7_HUMAN > STK24_HUMAN @ 325	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:O89017	uniprotkb:O89017	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CLGMN_MOUSE > LGMN_MOUSE @ 325	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P18242	uniprotkb:O70622	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATD_MOUSE > RTN2_MOUSE @ 325	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q14790	uniprotkb:Q9Y6E0	-	-	-	-	-	Johnston AM	pubmed:10980603	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCASP8_HUMAN > STK24_HUMAN @ 325	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P42574	uniprotkb:Q13043	-	-	-	-	-	Johnston AM	pubmed:10980603	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCASP3_HUMAN > STK4_HUMAN @ 326	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q53RT3	uniprotkb:Q53RT3	-	-	-	-	-	Bernard D	pubmed:16098038	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CAPRV1_HUMAN > APRV1_HUMAN @ 326	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q14790	uniprotkb:P49810	-	-	-	-	-	van de Craen M	pubmed:10069390	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCASP8_HUMAN > PSN2_HUMAN @ 326	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P42574	uniprotkb:P49810	-	-	-	-	-	van de Craen M	pubmed:10069390	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCASP3_HUMAN > PSN2_HUMAN @ 326	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:P68134	-	-	-	-	-	Prudova A	pubmed:20305284	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > ACTS_MOUSE @ 326	unknown:0.0|unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P55212	uniprotkb:P49810	-	-	-	-	-	van de Craen M	pubmed:10069390	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCASP6_HUMAN > PSN2_HUMAN @ 326	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P55212	uniprotkb:Q13748	-	-	-	-	-	Klaiman G	pubmed:18487604	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCASP6_HUMAN > TBA3C_HUMAN @ 327	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P14780	uniprotkb:P02458	-	-	-	-	-	Van den Steen PE	pubmed:15311942	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP9_HUMAN > CO2A1_HUMAN @ 327	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:P27773	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > PDIA3_MOUSE @ 327	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P00742	uniprotkb:P00734	-	-	-	-	-	-	-	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CFA10_HUMAN > THRB_HUMAN @ 327	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:Q04447	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > KCRB_MOUSE @ 327	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P41245	uniprotkb:O35744	-	-	-	-	-	Greenlee KJ	pubmed:17082650	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP9_MOUSE > CH3L3_MOUSE @ 327	unknown:0.0|unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P00734	uniprotkb:P00734	-	-	-	-	-	-	-	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CTHRB_HUMAN > THRB_HUMAN @ 327	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:Q9Z2W0	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > DNPEP_MOUSE @ 327	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P12544	uniprotkb:Q9ULX6	-	-	-	-	-	Van Damme P	pubmed:20536382	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CGRAA_HUMAN > AKP8L_HUMAN @ 327	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:Q9Y5K2	uniprotkb:P00734	-	-	-	-	-	Matsumura M	''	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CKLK4_HUMAN > THRB_HUMAN @ 327	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:O00187	uniprotkb:P00734	-	-	-	-	-	Krarup A	pubmed:17637839	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMASP2_HUMAN > THRB_HUMAN @ 327	unknown:0.0|unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:Q6ZQ03	-	-	-	-	-	Prudova A	pubmed:20305284	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > FNBP4_MOUSE @ 328	unknown:0.0|unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P45452	uniprotkb:P21810	-	-	-	-	-	Zhen EY	pubmed:18668564	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP13_HUMAN > PGS1_HUMAN @ 328	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P19221	uniprotkb:P10493	-	-	-	-	-	Walker PD	pubmed:9607199	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CTHRB_MOUSE > NID1_MOUSE @ 328	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P70269	uniprotkb:Q01853	-	-	-	-	-	-	-	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CCATE_MOUSE > TERA_MOUSE @ 328	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:P17225	-	-	-	-	-	auf dem Keller U	pubmed:20305283	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > PTBP1_MOUSE @ 328	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:O43464	uniprotkb:Q71U36	-	-	-	-	-	Vande Walle L	pubmed:17266347	taxid:9606(Human)	taxid:9606(Human)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CHTRA2_HUMAN > TBA1A_HUMAN @ 328	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P04187	uniprotkb:Q99PG2	-	-	-	-	-	Van Damme P	pubmed:18836177	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CGRAB_MOUSE > OGFR_MOUSE @ 329	unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
uniprotkb:P33434	uniprotkb:Q61120	-	-	-	-	-	Prudova A	pubmed:20305284	taxid:10090(Mouse)	taxid:10090(Mouse)	psi-mi:"MI:0407"(direct interaction)	-	topfind:CMMP2_MOUSE > SHC3_MOUSE @ 329	unknown:0.0|unknown:0.0	-	-	psi-mi:"MI:0501"(enzyme)	psi-mi:"MI:0502"(enzyme target)	-	-	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-
